date,open,high,low,close,volume,adjclose,dividends,Open_Close_Diff,High_Low_Diff,DayOverDayReturn,Adj_DayOverDayReturn,SMA50,SMA200,EMA,30day_Volatility,Stochastic_K,Stochastic_D,BollingerUpper,BollingerLower,GDP,UNRATE,CPIAUCSL,world_index,sp500,nasdaq,consumer_goods,consumer_services,technology,financials,Revenue,Revenue Growth (YoY),Cost of Revenue,Gross Profit,"Selling, General & Admin",Research & Development,Other Operating Expenses,Operating Expenses,Operating Income,Interest Expense / Income,Other Expense / Income,Pretax Income,Income Tax,Net Income,Net Income Growth,Shares Outstanding (Basic),Shares Outstanding (Diluted),Shares Change,EPS (Basic),EPS (Diluted),EPS Growth,Free Cash Flow,Free Cash Flow Per Share,Dividend Per Share,Dividend Growth,Gross Margin,Operating Margin,Profit Margin,Free Cash Flow Margin,Effective Tax Rate,EBITDA,EBITDA Margin,Depreciation & Amortization,EBIT,EBIT Margin
2013-08-14,106.16000366210938,106.16000366210938,104.06999969482422,104.16000366210938,4481100,88.69933319091797,0.0,-2.0,2.090003967285156,-1.9486017409497849,-1.948596804684477,90.11443051424894,90.11443051424894,89.73992538727252,0.0,0.0,0.0,0.0,0.0,17067.750652173912,7.2,233.4929032258065,66.4000015258789,1685.3900146484375,3669.27001953125,4374.62,555.44,163.58,76.01,23785,0.0665,20388,3397,1100,848,-67,1881,1516,96,-14.0,1434,201,1233,0.2607,751,,-0.0034999999999999996,1.63,1.6,0.25980000000000003,746,0.99,0.485,0.1023,0.14279999999999998,0.0637,0.0518,0.031400000000000004,0.1402,2051,0.0862,521,1530,0.0643
2013-08-15,103.19000244140624,103.29000091552734,101.7699966430664,102.7300033569336,4359400,87.4815902709961,0.0,-0.4599990844726562,1.5200042724609375,-1.3728881095421586,-1.3728884717777778,89.89502716064453,89.89502716064453,89.43881403843567,0.0,0.0,0.0,0.0,0.0,17070.339576086957,7.2,233.49574193548384,65.18000030517578,1661.3199462890625,3606.1201171875,4351.1,555.44,163.58,76.01,23785,0.0665,20388,3397,1100,848,-67,1881,1516,96,-14.0,1434,201,1233,0.2607,751,,-0.0034999999999999996,1.63,1.6,0.25980000000000003,746,0.99,0.485,0.1023,0.14279999999999998,0.0637,0.0518,0.031400000000000004,0.1402,2051,0.0862,521,1530,0.0643
2013-08-16,102.81999969482422,103.94000244140624,102.6999969482422,103.47000122070312,3469100,88.11176300048828,0.0,0.6500015258789062,1.2400054931640625,0.7203327553669148,0.7203489643250238,89.75785299447867,89.75785299447867,89.26187390004267,0.0,0.0,0.0,0.0,0.0,17072.9285,7.2,233.4985806451613,63.5,1655.8299560546875,3602.780029296875,4329.1,555.44,163.58,76.01,23785,0.0665,20388,3397,1100,848,-67,1881,1516,96,-14.0,1434,201,1233,0.2607,751,,-0.0034999999999999996,1.63,1.6,0.25980000000000003,746,0.99,0.485,0.1023,0.14279999999999998,0.0637,0.0518,0.031400000000000004,0.1402,2051,0.0862,521,1530,0.0643
2013-08-19,103.0,105.1999969482422,102.87999725341795,104.72000122070312,3512200,89.17621612548828,0.0,1.720001220703125,2.3199996948242188,1.2080796223571388,1.2080715318272484,89.71630750383649,89.71630750383649,89.25045286343543,0.0,-203.7828462084504,0.0,0.0,0.0,17080.69527173913,7.2,233.5070967741936,63.5,1646.06005859375,3589.090087890625,4343.56,555.44,163.58,76.01,23785,0.0665,20388,3397,1100,848,-67,1881,1516,96,-14.0,1434,201,1233,0.2607,751,,-0.0034999999999999996,1.63,1.6,0.25980000000000003,746,0.99,0.485,0.1023,0.14279999999999998,0.0637,0.0518,0.031400000000000004,0.1402,2051,0.0862,521,1530,0.0643
2013-08-20,104.69000244140624,105.08000183105467,104.5500030517578,104.62999725341795,3448900,89.09956359863281,0.0,-0.0600051879882812,0.529998779296875,-0.0859472557639406,-0.0859562450458817,89.67519124348958,89.67519124348958,89.23033429479509,0.0,-205.0231782969661,0.0,0.0,0.0,17083.284195652173,7.2,233.50993548387092,63.5,1652.3499755859375,3613.590087890625,4313.36,555.44,163.58,76.01,23785,0.0665,20388,3397,1100,848,-67,1881,1516,96,-14.0,1434,201,1233,0.2607,751,,-0.0034999999999999996,1.63,1.6,0.25980000000000003,746,0.99,0.485,0.1023,0.14279999999999998,0.0637,0.0518,0.031400000000000004,0.1402,2051,0.0862,521,1530,0.0643
2013-08-21,104.47000122070312,104.76000213623048,103.5999984741211,103.91000366210938,3645600,88.48644256591797,0.0,-0.55999755859375,1.160003662109375,-0.6881330499940108,-0.6881302308917814,89.60089445114136,89.60089445114136,89.1311487309448,0.0,-214.94423011635445,-207.91675154059035,0.0,0.0,17085.873119565218,7.2,233.5127741935484,63.0,1642.800048828125,3599.7900390625,4347.48,555.44,163.58,76.01,23785,0.0665,20388,3397,1100,848,-67,1881,1516,96,-14.0,1434,201,1233,0.2607,751,,-0.0034999999999999996,1.63,1.6,0.25980000000000003,746,0.99,0.485,0.1023,0.14279999999999998,0.0637,0.0518,0.031400000000000004,0.1402,2051,0.0862,521,1530,0.0643
2013-08-22,103.87999725341795,105.5,103.87999725341795,105.13999938964844,2857800,89.53386688232422,0.0,1.2600021362304688,1.6200027465820312,1.1837125244829272,1.1837116354021848,89.59695165297565,89.59695165297565,89.18484448446205,0.0,-202.92067589025325,-207.6293614345246,0.0,0.0,17088.46204347826,7.2,233.5156129032258,64.54000091552734,1656.9599609375,3638.7099609375,4370.13,555.44,163.58,76.01,23785,0.0665,20388,3397,1100,848,-67,1881,1516,96,-14.0,1434,201,1233,0.2607,751,,-0.0034999999999999996,1.63,1.6,0.25980000000000003,746,0.99,0.485,0.1023,0.14279999999999998,0.0637,0.0518,0.031400000000000004,0.1402,2051,0.0862,521,1530,0.0643
2013-08-23,105.5,105.5,104.8000030517578,105.4800033569336,3016100,89.82339477539062,0.0,-0.0199966430664062,0.6999969482421875,0.3233821278856075,0.3233724881412048,89.60953182644315,89.60953182644315,89.26998452325252,0.0,-201.12116090052507,-206.32868896904424,0.0,0.0,17091.050967391304,7.2,233.5184516129032,64.54000091552734,1663.5,3657.7900390625,4328.83,555.44,163.58,76.01,23785,0.0665,20388,3397,1100,848,-67,1881,1516,96,-14.0,1434,201,1233,0.2607,751,,-0.0034999999999999996,1.63,1.6,0.25980000000000003,746,0.99,0.485,0.1023,0.14279999999999998,0.0637,0.0518,0.031400000000000004,0.1402,2051,0.0862,521,1530,0.0643
2013-08-26,105.75,106.5199966430664,105.20999908447266,105.52999877929688,2480400,89.865966796875,0.0,-0.220001220703125,1.30999755859375,0.0473980098332882,0.0473952488556417,89.6230284038343,89.6230284038343,89.34944882640218,0.0,-217.6238974341808,-207.2219114083197,0.0,0.0,17098.817739130434,7.2,233.5269677419355,64.41999816894531,1656.780029296875,3657.570068359375,4277.09,555.44,163.58,76.01,23785,0.0665,20388,3397,1100,848,-67,1881,1516,96,-14.0,1434,201,1233,0.2607,751,,-0.0034999999999999996,1.63,1.6,0.25980000000000003,746,0.99,0.485,0.1023,0.14279999999999998,0.0637,0.0518,0.031400000000000004,0.1402,2051,0.0862,521,1530,0.0643
2013-08-27,104.4000015258789,105.13999938964844,103.05999755859376,103.20999908447266,4376900,87.89032745361328,0.0,-1.19000244140625,2.0800018310546875,-2.1984267238325472,-2.198428853191192,89.53639335632325,89.53639335632325,89.15489931003033,0.0,-253.74161045742883,-224.16222293071155,91.73820022384729,87.3345864887992,17101.40666304348,7.2,233.5298064516129,62.04999923706055,1630.47998046875,3578.52001953125,4263.43,555.44,163.58,76.01,23785,0.0665,20388,3397,1100,848,-67,1881,1516,96,-14.0,1434,201,1233,0.2607,751,,-0.0034999999999999996,1.63,1.6,0.25980000000000003,746,0.99,0.485,0.1023,0.14279999999999998,0.0637,0.0518,0.031400000000000004,0.1402,2051,0.0862,521,1530,0.0643
2013-08-28,103.0999984741211,103.81999969482422,102.56999969482422,103.2699966430664,2816300,87.94144439697266,0.0,0.1699981689453125,1.25,0.0581315367948365,0.0581599191177728,89.46044340587798,89.46044340587798,88.99310532162264,0.0,-289.29986832129606,-253.5551254043019,91.78707629002106,87.17042645656097,17103.99558695652,7.2,233.5326451612904,63.58000183105469,1634.9599609375,3593.35009765625,4290.96,555.44,163.58,76.01,23785,0.0665,20388,3397,1100,848,-67,1881,1516,96,-14.0,1434,201,1233,0.2607,751,,-0.0034999999999999996,1.63,1.6,0.25980000000000003,746,0.99,0.485,0.1023,0.14279999999999998,0.0637,0.0518,0.031400000000000004,0.1402,2051,0.0862,521,1530,0.0643
2013-08-29,103.27999877929688,105.44000244140624,103.0,104.93000030517578,3095400,89.35503387451172,0.0,1.6500015258789062,2.44000244140625,1.6074404145154375,1.6074212644928032,89.45565206354314,89.45565206354314,89.04136246200785,0.0,-259.72690634850966,-267.5894617090782,91.6867373259854,87.16120731512788,17106.584510869565,7.2,233.5354838709677,62.29999923706055,1638.1700439453125,3620.300048828125,4281.76,555.44,163.58,76.01,23785,0.0665,20388,3397,1100,848,-67,1881,1516,96,-14.0,1434,201,1233,0.2607,751,,-0.0034999999999999996,1.63,1.6,0.25980000000000003,746,0.99,0.485,0.1023,0.14279999999999998,0.0637,0.0518,0.031400000000000004,0.1402,2051,0.0862,521,1530,0.0643
2013-08-30,104.91999816894533,104.95999908447266,103.5999984741211,103.91999816894533,2723800,88.49494934082031,0.0,-1.0,1.3600006103515625,-0.9625484926074512,-0.9625473757855496,89.4138823799465,89.4138823799465,88.96850737918285,0.0,-277.72028251067394,-275.58235239349324,91.35602151633375,87.19463079689866,17109.17343478261,7.2,233.5383225806452,62.95000076293945,1632.969970703125,3589.8701171875,4290.52,555.44,163.58,76.01,23785,0.0665,20388,3397,1100,848,-67,1881,1516,96,-14.0,1434,201,1233,0.2607,751,,-0.0034999999999999996,1.63,1.6,0.25980000000000003,746,0.99,0.485,0.1023,0.14279999999999998,0.0637,0.0518,0.031400000000000004,0.1402,2051,0.0862,521,1530,0.0643
